post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
168336125.aida,2025-07-15T06:00:03.674Z,true,,,newsletter,everyone,AIDA – Attention Interest Desire Action,"AIDA: čtyřfázový model – pozornost, zájem, touha, akce – pomáhá proměnit zvědavost v rozhodnutí.",
168274275.81,2025-07-28T05:59:20.611Z,true,2025-07-28T05:59:20.713Z,2025-07-28T05:59:20.713Z,newsletter,everyone,"Všechno je, jak má být. ŘSoW#81","Optimalizujte obrázky. Všechno už tu bylo – i strukturální pokles návštěvnosti. UX už možná není dobrá práce. Jak psát texty, které čtenář dočte? Javascript nám rozbil web. Jak na SVG. ",
168273133.osobnosti,2025-07-14T07:53:40.268Z,true,,,page,everyone,Osobnosti,,
168064233.dean-allen,2025-07-12T05:59:26.122Z,true,,,newsletter,everyone,"Dean Allen – typograf, vývojář a bloger","Vizionář, který proměnil webové publikování díky srozumitelnému značkovacímu jazyku a elegantnímu designu, vždy na straně tvůrců obsahu.",
168062375.storytribe-com,2025-07-13T05:59:25.311Z,true,,,newsletter,everyone,StoryTribe: Sestavujte storyboardy bez zbytečné námahy,"Online nástroj pro tvorbu storyboardů zdarma, bez nutnosti kreslit – pro video tvůrce, UX týmy a marketéry.",
168054971.user-story,2025-07-11T07:31:39.160Z,true,,,newsletter,everyone,Uživatelský příběh,User story vysvětluje smysl a strukturu uživatelských potřeb a zdůrazňuje jejich roli při slaďování vývoje softwaru s reálnými potřebami uživatelů.,
167946521.progressive-disclosure,2025-07-10T05:59:13.918Z,true,,,newsletter,everyone,Postupné odhalování,"Uživatelské rozhraní, které nabízí jednoduchost jako první a složitost až později – ukazuje lidem jen to, co skutečně potřebují, ve chvíli, kdy to potřebují.",
167887742.lateral-thinking,2025-07-09T05:59:00.000Z,true,2025-07-09T08:23:51.439Z,2025-07-09T08:23:51.439Z,newsletter,everyone,Laterální myšlení,"Lateral thinking – tvůrčí přístup k řešení problémů, který obchází logiku a nachází nečekaná řešení.",
167804862.80,2025-07-21T05:59:14.463Z,true,2025-07-21T05:59:14.570Z,2025-07-21T05:59:14.570Z,newsletter,everyone,Pracujte s typografickou stupnicí. ŘSoW#80,Co si Jakub a Martin myslí o vizuální identitě státu. Jak zpřístupnit web AI agentům. Krásný design vzbuzuje důvěru. Jak navrhovat pro dyslektiky. Proč se login dělí na dva kroky. UX Research Canvas.,
167676745.uptimerobot,2025-07-07T05:59:14.562Z,true,,,newsletter,everyone,UptimeRobot: Rychlé a dostupné monitorování webu,"Nástroj pro sledování dostupnosti webu s rychlými upozorněními, štědrým bezplatným tarifem a snadným nastavením pro vývojáře a firmy.",
167634570.design-sprint,2025-07-06T05:59:00.000Z,true,,,newsletter,everyone,Design sprint,"Rychlá metoda pro ověřování nápadů, řešení problémů a testování designu – dnes ještě svižnější než dřív.",
167551703.cognitive-bias,2025-07-05T05:59:14.266Z,true,,,newsletter,everyone,Kognitivní zkreslení,"Skryté myšlenkové zkratky formují způsob, jak lidé vnímají, posuzují a používají digitální prostředí – často aniž by si to uvědomovali.",
167481908.doherty-treshold,2025-07-04T05:59:17.636Z,true,,,newsletter,everyone,Dohertyho práh,"Hranice použitelnosti, kdy je systém pro uživatele dostatečně rychlý: 400 milisekund.",
167350268.79,2025-07-14T05:59:20.314Z,true,2025-07-14T05:59:20.446Z,2025-07-14T05:59:20.446Z,newsletter,everyone,Konverzní poměr není byznysová metrika. ŘSoW#79,Metriky pro UX. Figma nás omezuje. Neposlouchejte uživatele. Demokratizace výzkumu s AI. To AdBlock rozbil váš web. Omezení je svoboda. Jak myslí designéři? Znají lidé disketu?,
167310535.wicked-problems,2025-07-03T05:59:13.464Z,true,,,newsletter,everyone,Zapeklité problémy,"Špatně definované, proměnlivé výzvy bez jasného řešení, které vyžadují nepřetržité přizpůsobování, nikoli jednorázové opravy.",
167218455.research-repository,2025-07-01T05:59:16.719Z,true,,,newsletter,everyone,Výzkumný repozitář,"Centralizované úložiště pro organizaci a uchování výstupů výzkumu, aby byly dohledatelné a znovupoužitelné. ",
167133532.phase,2025-06-30T05:59:25.165Z,true,,,newsletter,everyone,Phase je nástroj pro návrh animovaných prototypů,"Nástroj bez nutnosti programování, který umožňuje UI/UX designérům snadno vytvářet animované prototypy a soustředit se na kreativitu i použitelnost.",
167071123.semantic-web,2025-06-29T05:59:18.219Z,true,,,newsletter,everyone,Sémantický web,"Sémantický web umožňuje strojům chápat data a vztahy mezi nimi – přináší lepší vyhledávání, chytřejší aplikace a nové uživatelské zážitky.",
166957581.accessibility,2025-06-28T05:59:21.166Z,true,,,newsletter,everyone,Přístupnost,"Přístupnost zajistí, že váš digitální produkt může používat každý, bez ohledu na schopnosti nebo zařízení.",
166954030.ohio,2025-06-27T05:59:00.000Z,true,,,newsletter,everyone,OHIO: Only Handle It Once,"Rozhodovací pravidlo, které pomáhá snižovat třecí plochy, udržovat pořádek a soustředit se díky okamžité akci pro vyšší produktivitu v dlouhodobém horizontu.",
166876021.geyser-of-ideas,2025-06-26T05:59:00.000Z,true,,,newsletter,everyone,Gejzír nápadů,"Bouřlivá fáze generování nápadů v designérském procesu, kdy nápady tryskají s neřízenou intenzitou a bez okamžitého hodnocení.",
166793077.78,2025-07-08T05:59:26.160Z,true,2025-07-08T05:59:26.284Z,2025-07-08T05:59:26.284Z,newsletter,everyone,10 nových knih o UX roku 2025. ŘSoW#78,Nespoléhejte na ikony bez popisku. Grid ve Figmě nahrazuje Auto Layout. Co má obsahovat specifikace designu pro vývoj? Optické korekce v písmu. Mapy vlivu. Návrat mikroplateb. Konec fixní user flow.,
166677779.emotional-design,2025-06-24T05:59:16.686Z,true,,,newsletter,everyone,Emoční design,Cesta k hlubšímu vztahu s uživatelem přes pocity a zážitky.,
166550054.erdplus,2025-06-23T05:59:18.094Z,true,,,newsletter,everyone,S ERDPlus navrhnete strukturu databáze,ERDPlus je bezplatná webová aplikace pro rychlé kreslení entity-relation diagramů a databázových schémat pro automatické generování příkazů SQL.,
166484884.fake-door-test,2025-06-22T05:59:16.518Z,true,,,newsletter,everyone,Test falešných dveří,"Rychlá a levná metoda ověření zájmu: nabídněte funkci, která ještě neexistuje, a sbírejte kontakt na uživatele, kteří ji chtějí vyzkoušet.",
166483512.loading-time,2025-06-21T19:35:59.828Z,true,,,newsletter,everyone,Iluze načítání,"Promyšlený design dokáže pocitově zkrátit dobu čekání, aniž by skutečně zrychlil načítání.",
166381196.double-diamond,2025-06-20T08:46:12.267Z,true,,,newsletter,everyone,Double diamond,"Dvojdiamant je rámec pro navrhování produktů a služeb, který názorně odděluje popis problému v zadání od kreativního řešení.",
166342164.77,2025-07-02T05:59:16.156Z,true,2025-07-02T05:59:16.317Z,2025-07-02T05:59:16.317Z,newsletter,everyone,Vstup pro AI agenty a roboty jen za peníze. ŘSoW#77,Uspěje zpoplatnění AI robotů? Kolik se platí za práci v IT? Co umí if() v CSS? Píšete si deník? Je kvalita past? Co je to přístupná čeština? Jste myslitelé nebo pracanti?,
166301401.mvp,2025-06-19T05:59:00.000Z,true,,,newsletter,everyone,Minimální životaschopný produkt,"Minimální životaschopný produkt je nejjednodušší verze produktu, která slouží k ověření nápadu v reálném světě a získání zpětné vazby co nejdříve.",
166173626.feature,2025-06-17T05:05:00.000Z,true,,,newsletter,everyone,Softwarová vlastnost,"Softwarová vlastnost je uživatelsky zaměřená schopnost softwaru, která poskytuje konkrétní hodnotu prostřednictvím promyšleného návrhu a realizace.",
166027183.frame0,2025-06-16T05:59:17.014Z,true,,,newsletter,everyone,"S Frame0 vytvoříte wireframe, diagram nebo schéma","Frame0.app – Lehký nástroj pro rychlé skicování nápadů, vytváření prototypů a sbírání zpětné vazby.",
165882384.breadcrumbs,2025-06-14T05:59:12.679Z,true,,,newsletter,everyone,Drobečková navigace,"Navigační prvek rozhraní, který ukazuje uživatelům aktuální polohu ve struktuře webu. Zlepšuje orientaci, zvyšuje konverze a podporuje přístupnost i vyhledávání.",
165882373.wiifm,2025-06-15T05:59:21.976Z,true,,,newsletter,everyone,WIIFM: What's in it for me?,"Otázka, kterou si klade každý uživatel, návštěvník i zákazník. A vy byste na ni měli znát odpověď dřív než oni.",
165846447.discovery,2025-06-13T07:29:07.695Z,true,,,newsletter,everyone,Objevování,"Úvodní fáze návrhu digitálních produktů, která odhaluje potřeby uživatelů, snižuje rizika a sladí cíle před začátkem vývoje.",
165765322.pretahovani,2025-06-12T06:47:49.949Z,true,,,newsletter,everyone,Přetahování,Drag and drop je přirozený konceptuální model pro ovládání uživatelského rozhraní. Používá se o přesun objektů mezi různými umístěními nebo pro aplikaci funkčnosti na objekt.,
165665148.desire-path,2025-06-11T05:59:22.049Z,true,,,newsletter,everyone,Uživatelské zkratky,"Desire path – intuitivní trasa, zkratka, kterou uživatelé přirozeně zvolí, i když neodpovídá zamýšlenému návrhu uživatelských cest v rozhraní.",
165664406.76,2025-06-25T05:59:27.742Z,true,2025-06-25T05:59:27.840Z,2025-06-25T05:59:27.840Z,newsletter,everyone,Běžte vynalézat kolo. ŘSoW#76,Co znamená AI ve vyhledávání? Napraví vajbování vztahy mezi UX a produktem? Vynalezli jste kolo? Vykašlali jste se na přístupnost? Kam mizí konverze?,
165571361.videoant,2025-06-09T05:59:00.000Z,true,,,newsletter,everyone,VideoAnt pomůže s anotací vidozáznamu,"Bezplatný webový nástroj pro připojení poznámek k videu, který podporuje spolupráci a umožňuje bezpečné sdílení.",
165297842.glassmorphism,2025-06-08T05:59:35.458Z,true,,,newsletter,everyone,Glassmorfismus,Trend designu rozhraní využívající rozostření a průhlednost k napodobení pohledu přes matné sklo. ,
165256625.goal-gradient-effect,2025-06-07T05:59:16.149Z,true,,,newsletter,everyone,Jev blízkosti cíle,"Čím blíž je dokončení úkolu, tím větší úsilí lidé vyvíjejí. Klíčový poznatek pro UX design.",
165249161.blaming-user,2025-06-06T05:59:31.097Z,true,,,newsletter,everyone,Obviňování uživatele,"Výraz „uživatelská chyba“ maskuje nedostatky v návrhu systému, nikoli skutečné selhání ze strany uživatele. ",
165225708.reframing,2025-06-05T05:59:19.937Z,true,,,newsletter,everyone,Přerámování zadání,"Reframing – praxe předefinování problému nebo pohledu za účelem nalezení lepšího řešení, větší srozumitelnosti a souladu s potřebami uživatelů.",
165080154.75,2025-06-18T05:59:29.430Z,true,2025-06-18T05:59:29.863Z,2025-06-18T05:59:29.863Z,newsletter,everyone,Dlouhá čísla dělte do skupin. ŘSoW#75,"Praktický návod na workshopy. Priority guide místo wireframů. Úsvit adaptivního UI. MCP propojí webové nástroje s AI. Agentní nákupy porostou. Nemáte syndrom vyhoření, máte trauma.",
164927837.design-critiques,2025-06-04T05:59:15.224Z,true,,,newsletter,everyone,Designová kritika,"Strukturovaná interní zpětná vazba, která zpřesňuje návrhy před validací.",
164925956.htaccess-tester,2025-06-02T05:59:20.673Z,true,,,newsletter,everyone,"Htaccess Tester otestuje vaše pravidla dřív, než je nasadíte","Nástroj v prohlížeči, který vývojářům pomáhá ověřit pravidla pro Apache .htaccess pro přepis URL, přesměrování a chování HTTP serveru – bez rizika chyby na serveru.",
164890791.millers-law,2025-06-01T05:59:20.621Z,true,,,newsletter,everyone,Millerovo pravidlo,"Princip, který upozorňuje na omezenou kapacitu pracovní paměti a pomáhá návrhářům zjednodušovat uživatelská rozhraní.",
164868645.intent-based-navigation,2025-05-31T05:59:00.000Z,true,,,newsletter,everyone,Navigace podle záměru,"Návrhový přístup, v němž se rozhraní přizpůsobuje cíli uživatele – odhaduje, co chce udělat, místo aby ho vedlo skrz nabídky.",
164789267.human-factors,2025-05-30T05:59:00.000Z,true,,,newsletter,everyone,Lidský faktor,"Věda o přizpůsobení systémů lidským schopnostem a omezením – základ intuitivního, bezpečného a účinného uživatelského zážitku.",
164739438.component-library,2025-05-29T05:59:00.000Z,true,,,newsletter,everyone,Knihovna komponent,"Uspořádaný soubor opakovaně použitelných UI prvků, který zajišťuje konzistentnost designu, urychluje vývoj a podporuje škálovatelné a přístupné digitální produkty.",
164637169.74,2025-06-10T05:59:20.099Z,true,2025-06-10T05:59:20.253Z,2025-06-10T05:59:20.253Z,newsletter,everyone,Nechte uživateli kontrolu nad obsahem. ŘSoW#74,Co dělá design lidským? Jak zůstat relevantním v době AI? Koncepční diagramy. Nový vizuální styl Apple. WCAG ve formě srozumitelných karet. Syntetičtí respondenti pro výzkum. Návrat Webu 2.0.,
164599065.awkward-silence,2025-05-28T05:59:16.622Z,true,,,newsletter,everyone,Trapné ticho,"Záměrná pauza po odpovědi, která pomáhá odhalit hlubší, autentické potřeby uživatelů při UX rozhovorech.",
164441355.jtbd,2025-05-23T05:59:00.000Z,true,,,newsletter,everyone,Jobs to be done,"Metoda JTBD vám pomůže porozumět chování uživatelů skrze cíle, kvůli nimž si produkty najímáme.",
164440709.squoosh,2025-05-26T05:59:35.100Z,true,,,newsletter,everyone,Squoosh zmenší datový objem obrázků přímo v prohlížeči,"Webový nástroj pro kompresi obrázků bez nahrávání – lokálně, kvalitně a ideálně pro výkonné weby.",
164437042.design-patterns,2025-05-22T05:59:00.000Z,true,,,newsletter,everyone,Návrhový vzor,"Standardizované řešení, které zjednodušuje pochopení digitálního rozhraní tím, že standardizuje řešení běžných problémů použitelnosti.",
164435756.responsive-design,2025-05-25T05:59:00.000Z,true,,,newsletter,everyone,Responzivní design,"Navrhování pro různě velké obrazovky pomocí flexibilních rozvržení, media queries a webových standardů pro dostupný a výkonný uživatelský zážitek.",
164043508.hick-law,2025-05-21T05:59:08.312Z,true,,,newsletter,everyone,Hickovo pravidlo,"UX princip, podle kterého se doba potřebná k rozhodnutí prodlužuje s počtem dostupných možností. ",
164017616.73,2025-06-03T05:59:21.043Z,true,2025-06-03T05:59:21.135Z,2025-06-03T05:59:21.135Z,newsletter,everyone,Držte délku řádku na uzdě: ŘSoW#73,Zjednodušte si analýzu top tasků. Lokalizovat URL je zbytečné. AI Overview odkáže na překlady cizojazyčných webů. AI na Googlu automatizuje nákupy. Double Diamond naruby. Proč UXáci vyhořívají?,
163890126.web-disability-simulator,2025-05-19T05:59:19.131Z,true,,,newsletter,everyone,Web Disability Simulator vás nechá zakusit web v kůži hendikepovaných uživatelů,"Rozšíření prohlížeče Chrome a Edge, které ukazuje, jak lidé s různými znevýhodněními vnímají web – a proč na přístupnosti záleží.",
163812029.content-inventory,2025-05-18T05:59:29.012Z,true,,,newsletter,everyone,Inventář obsahu,"Strukturovaný přehled obsahu, který usnadňuje redesign, audit i tvorbu uživatelsky přívětivých řešení – content inventory.",
163751174.privacy-by-design,2025-05-17T05:59:07.380Z,true,,,newsletter,everyone,Privacy by design,Návrh s ohledem na soukromí je proaktivní rámec vyvinutý Kanaďankou Ann Cavoukian pro začlenění ochrany soukromí do digitálních systémů od samého začátku.,
163548764.facilitation,2025-05-16T05:59:16.368Z,true,,,newsletter,everyone,Facilitace,"Facilitace pomáhá skupinám myslet, rozhodovat se a jednat společně, a každému jednotlivci umožní uplatnit se.",
163515460.search-intent,2025-05-15T05:59:23.603Z,true,,,newsletter,everyone,Search intent,"Search intent představuje záměr, který přivádí uživatele k vyhledávání. Ovlivňuje výběr klíčových slov a nastavuje kritéria uspokojení.",
163426532.72,2025-05-27T09:12:06.100Z,true,2025-05-27T09:12:06.187Z,2025-05-27T09:12:06.187Z,newsletter,everyone,Lidé už se nemusí učit ovládat počítač: ŘSoW#72,Nahradí PR klíčová slova v SEO? Končí éra navrhování ve Figmě? Jak se měří UX? Co by měl dělat šéf UX? Vtipkovat v chybových hláškách? Samé otázky. Ale také snad i odpovědi.,
163392289.visual-hierarchy,2025-05-14T05:59:18.835Z,true,,,newsletter,everyone,Vizuální hierarchie,"Vizuální hierarchie – designový princip, který pomocí velikosti, barvy a rozvržení určuje, čemu uživatel věnuje pozornost a v jakém pořadí.",
163354842.penpot,2025-05-12T05:59:19.357Z,true,,,newsletter,everyone,Penpot nahradí Figmu při návrhu webu,"Open‑source nástroj pro návrh UI, který propojuje design a vývoj pomocí standardizovaných tokenů a férové licenční politiky.",
163353666.gamification,2025-05-11T05:59:00.000Z,true,2025-05-11T21:39:44.347Z,2025-05-11T21:39:44.347Z,newsletter,everyone,Gamifikace,Gamifikace – využití herních principů v neherním prostředí k motivaci uživatelů a ovlivnění jejich chování.,
163263583.handoff,2025-05-10T05:59:00.000Z,true,,,newsletter,everyone,Handoff,Handoff je anglický výraz pro předání návrhu jako podkladu pro převod do funkčního kódu – postup pro hladké a přesné uvedení digitálního produktu do života. ,
163168501.pre-mortem-post-mortem,2025-05-09T05:59:18.776Z,true,,,newsletter,everyone,Pre-mortem a post-mortem,"Pre-mortem a post-mortem analýza – dvě metody, které pomáhají předcházet chybám a učit se z nich v softwarovém vývoji i provozu.",
163158951.seat-at-the-table,2025-05-08T05:59:00.000Z,true,,,newsletter,everyone,Místo u stolu,"Mít místo u stolu znamená být součástí rozhodování, zejména na úrovni vedení firmy.",
163015188.passwordless-signin,2025-05-07T05:59:19.002Z,true,,,newsletter,everyone,Přihlášení bez hesla,"Přihlášení bez hesla představuje ověřování identity bez tradičních hesel, s důrazem na vyšší bezpečnost a jednodušší uživatelskou zkušenost.",
162949557.71,2025-05-20T05:59:18.662Z,true,2025-05-20T05:59:18.794Z,2025-05-20T05:59:18.794Z,newsletter,everyone,Placeholder nenahradí formulářové popisky: ŘSoW#71,Přichází nový Material design. Jak snížit bounce rate. 23 % e-shopařů nemá čas učit se AI. Z vyhledávačů přestanou chodit lidi. Nenechte UX výzkum shrnout AI. E-maily přístupné nejsou. ,
162828085.device-shots,2025-05-05T05:59:14.685Z,true,,,newsletter,everyone,S Device Shots pořídíte profi makety webu nebo aplikace na plejádě zařízení,Online nástroj pro snadné vytváření realistických vizualizací webů a mobilních aplikací v zařízeních – ideální pro sociální sítě i prezentace.,
162759730.pwdr,2025-05-04T05:59:15.666Z,true,,,newsletter,everyone,PWDR: People Who Do Research,"Označení pro všechny, kdo dělají výzkum, i když nemají v názvu pracovní pozice slovo výzkumník.",
162756332.information-architecture,2025-05-03T05:59:00.000Z,true,,,newsletter,everyone,Informační architektura,"Informační architektura je specializace v designu, která organizuje obsah, aby ho uživatelé našli a pochopili rychle, snadno a bez zbytečného tápání.",
162686880.webinar-solidpixes-kveten-2025,2025-05-02T12:06:17.574Z,true,,,podcast,everyone,Jak si naklikat web bez cizí pomoci,"Pozvánka na webinář, úterý 6. 5. 2025 v 17.00 online",
162541676.onboarding,2025-05-02T05:59:20.890Z,true,,,newsletter,everyone,Onboarding,"Onboarding – návrhový proces, který uživatelům pomáhá pochopit a zažít hodnotu produktu vedením při prvních interakcích.",
162531859.microcopy,2025-05-01T05:59:25.880Z,true,,,newsletter,everyone,Microcopy,"Microcopy – Krátké texty v digitálních rozhraních, které nenápadně, ale zásadně ovlivňují uživatelský zážitek.",
162519517.happy-path,2025-04-30T09:00:44.442Z,true,,,newsletter,everyone,Happy day scenario,"Návrh šťastné cesty – ideální scénář v návrhu digitálních produktů, kdy jde všechno hladce. Často kontrastuje s realitou plnou chyb a nečekaného chování uživatelů.",
162275010.photopea,2025-04-28T05:59:15.815Z,true,,,newsletter,everyone,Photopea nahradí grafické editory,"Photopea – webový grafický editor s funkcemi na úrovni Photoshopu, správou souborů lokálně, AI nástroji a flexibilním cloudovým úložištěm pro digitální profesionály.",
162269933.low-fidelity-design,2025-04-27T05:59:00.000Z,true,,,newsletter,everyone,Hrubý návrh,"Low-fidelity design – Rychlý a flexibilní způsob, jak v rané fázi vývoje webu nebo aplikace otestovat nápady zaměřené na použitelnost a tok uživatele bez zbytečných detailů.",
162266776.human-cetered-design,2025-04-26T05:59:00.000Z,true,,,newsletter,everyone,Design zaměřený na člověka,"Human-centered design – přístup k navrhování, který klade důraz na lidské potřeby a zkušenosti a staví člověka do středu každého rozhodnutí.",
162025708.error-prevention,2025-04-25T05:59:16.866Z,true,,,newsletter,everyone,Předcházení chybám,"Prevence chyb – zásada návrhu zaměřeného na člověka, která pomáhá uživatelům vyhnout se omylům dříve, než k nim dojde.",
161994937.vibe-coding,2025-04-24T05:59:08.041Z,true,,,newsletter,everyone,Vibe coding,"Vibe coding je metoda tvorby softwaru pomocí umělé inteligence, při níž vývojáři zadávají pokyny v přirozeném jazyce a model generuje kód s minimálním ručním zásahem.",
161929476.skunk-works,2025-04-23T05:59:42.012Z,true,,,newsletter,everyone,Skunčí dílna,"Skunčí dílna – principy tajného vývoje, které ukazují, jak inovovat mimo byrokratická omezení a firemní politiky.",
161924767.70,2025-05-13T05:59:14.726Z,true,2025-05-13T05:59:14.872Z,2025-05-13T05:59:14.872Z,newsletter,everyone,Jsou Figma Sites slepou uličkou? ŘSoW#70,"Navigace má ukázat, kde právě jste. Ovládáte akcelerátory ovládání UI? Snižovat očekávání a překvapit je cesta do pekel. Jak analyzovat uživatelské testování? Test přístupnosti, který zvládnete sami.",
161924601.69,2025-05-06T05:59:20.203Z,true,2025-05-06T05:59:20.303Z,2025-05-06T05:59:20.303Z,newsletter,everyone,Nešetřete kontrastem: ŘSoW#69,"Penpot umí design tokeny nativně. Pište užitečné chybovky. Věřte v jednoduchý design. Všechno, co potřebujete vědět o zákonu o přístupnosti. Co drží UX pohromadě? Muzeum skinů pro WinAmp. A víc!",
161761467.ogilvyapp-com,2025-04-21T05:59:18.522Z,true,,,newsletter,everyone,OgilvyApp.com vám pomůže psát lepší texty rychleji ,OgilvyApp.com je chytrý editor s umělou inteligencí. Pomůže psát jako David Ogilvy – aniž by přebíral kontrolu nad vaším textem.,
161726980.design-tokens,2025-04-20T11:25:09.246Z,true,,,newsletter,everyone,Design tokeny,"Design tokeny ukládají základní hodnoty, jako jsou barvy, velikosti písma nebo mezery.",
161680187.cognitive-load,2025-04-19T05:59:00.000Z,true,,,newsletter,everyone,Kognitivní zátěž,Kognitivní zátěž představuje míru mentální námahy potřebné k používání rozhraní. Design může kognitivní zátěž snížit – nebo naopak zhoršit.,
161661659.wireflow,2025-04-18T05:59:00.000Z,true,,,newsletter,everyone,Wireflow,"Wireflow je nástroj, který spojuje vzhled obrazovek s tokem uživatelských akcí – a dává tak logiku celému návrhu.",
161543580.usability,2025-04-17T15:57:31.795Z,true,,,newsletter,everyone,Použitelnost,"Použitelnost – vlastnost systému, která rozhoduje o tom, jestli s ním lidé zvládnou něco udělat bez frustrace.",
161371589.bug,2025-04-16T05:59:40.741Z,true,,,newsletter,everyone,Bug,"Bug (chyba) jako neviditelný důsledek mylného předpokladu vývojáře, který se projeví až v reálném provozu a ukáže, že realita je vždy složitější než testy.",
161326261.digitalni-nostalgie-ale-s-velkou,,false,,,newsletter,everyone,,,
161320057.68,2025-04-29T05:59:26.929Z,true,2025-04-29T05:59:27.075Z,2025-04-29T05:59:27.075Z,newsletter,everyone,Dopřejte obsahu prostor k nadechnutí: ŘSoW#68,Nebojte se volného prostoru. Zrušte škály v dotaznících. Naučte se mluvit o design tokenech. A/B testy reklam jsou cinklé. AI je budoucnost přístupnosti. Hloupneme kvůli UX. Design je mrtvý.,
161259887.dbdiagram-io,2025-04-14T05:59:21.403Z,true,,,newsletter,everyone,Navrhněte a vizualizujte strukturu databáze s DBDiagram.io,"DBDiagram.io – webový nástroj pro tvorbu, sdílení a správu modelu databáze pomocí jednoduché syntaxe podobné kódu.",
161218847.kiss,2025-04-13T07:32:27.252Z,true,,,newsletter,everyone,KISS – Keep It Simple and Stupid,"KISS je zásada, která říká, že jednoduchost není o chudosti, ale o přirozené použitelnosti.",
160886482.67,2025-04-22T05:59:19.225Z,true,2025-04-22T05:59:19.345Z,2025-04-22T05:59:19.345Z,newsletter,everyone,Vyznačte výchozí volbu: ŘSoW#67,"💪 Budoucnost designových týmů je ve všestrannosti. 🛠️ Taktiky pro správu design systému. ♿ Co znamenají úrovně A, AA a AAA v přístupnosti? 💅 Už je čas opustit CSS pre-processory.",
160812597.bounce-rate,2025-04-12T05:59:42.238Z,true,,,newsletter,everyone,Míra okamžitého opuštění,"Míra okamžitého opuštění (bounce rate) označuje podíl návštěvníků, kteří vstoupí na webovou stránku a bez jakékoli další interakce ji opustí.",
160808601.ux-maturity,2025-04-11T05:59:31.655Z,true,,,newsletter,everyone,Model zralosti UX,"Model zralosti UX – Strukturovaný rámec pro hodnocení, jak dobře organizace začleňuje uživatelskou zkušenost do vývoje produktů a rozhodovacích procesů.",
160786772.snap-to-grid,2025-04-10T05:59:35.767Z,true,,,newsletter,everyone,Přichytit na mřížku,"Přichytit na mřížku je designový princip a nástroj pro zarovnávání prvků do neviditelného systému, který zajišťuje konzistenci, přesnost a rytmus v digitálních rozhraních.",
160784243.participatory-design,2025-04-08T05:59:39.169Z,true,,,newsletter,everyone,Participativní design,"Participativní design je způsob navrhování, při kterém se lidé přímo podílejí na tvorbě produktu nebo služby. Díky tomu vznikají řešení, která lépe fungují v reálném světě.",
160719031.mess-with-dns,2025-04-07T05:59:42.842Z,true,,,newsletter,everyone,Naučte se psát doménové záznamy s Mess With DNS,Mess With DNS je experimentální hřiště pro doménové záznamy. Umožňuje vyzkoušet si práci s DNS záznamy bez rizika pro vlastní doménu.,
160674475.love-letter,2025-04-06T05:59:34.804Z,true,,,newsletter,everyone,Milostný dopis,"Milostný dopis je kvalitativní výzkumná technika v UX, při níž uživatelé vyjadřují emocionální vztah k digitálním produktům prostřednictvím dopisů plných náklonnosti nebo zklamání.",
160664071.usability-heuristics,2025-04-05T20:14:40.041Z,true,,,newsletter,everyone,Heuristiky použitelnosti podle Jakoba Nielsena,"Nielsenovy heuristiky jsou pravidla, která pomáhají navrhovat rozhraní, jež uživatele nefrustrují – a často zabrání drahým chybám dřív, než nastanou.",
160323773.lazy-registration,2025-04-04T05:59:25.450Z,true,,,newsletter,everyone,Lazy registration,"Lazy registration je návrhový vzor návrhu UX, který umožňuje používat digitální produkt ještě před registrací, čímž snižuje překážky vstupu a zvyšuje konverzi i spokojenost uživatelů.",
160320226.flow,2025-04-03T05:59:41.113Z,true,,,newsletter,everyone,Flow,"Flow je stav hlubokého soustředění, při němž člověk ztrácí pojem o čase. V digitálním prostředí umožňuje vytvářet příjemné, smysluplné a plynule navazující uživatelské zážitky.",
160286992.eeat,2025-04-02T05:59:56.597Z,true,,,newsletter,everyone,E‑E‑A‑T,"E‑E‑A‑T představuje rámec pro hodnocení kvality obsahu podle Googlu: zkušenost, odbornost, autorita a důvěryhodnost jako základ důvěryhodného webu i lepších pozic ve vyhledávači.",
160284332.july-17,2025-07-17T05:00:45.957Z,true,,,newsletter,everyone,July 17,17. červenec v emoji kalendářového listu na iOS a v dalších prostředích odkazuje na den uvedení aplikace iCal v roce 2002.,
160253431.66,2025-04-15T05:59:36.346Z,true,2025-04-15T05:59:36.478Z,2025-04-15T05:59:36.478Z,newsletter,everyone,Comic Sans dal počítačům lidskost: ŘSoW#66,Rozdělte odstavce na kratší. Přepněte na hezčí zarovnávání textu. UX usnadňuje zabezpečení. Kvalitní typografie prozradí text generovaný AI. Jak na spolupráci se stakeholdery?,
160216110.kardsort-com,2025-03-31T05:59:31.286Z,true,,,newsletter,everyone,KardSort pomůže s card-sortingem,KardSort je webový nástroj pro třídění karet v informační architektuře. Umožňuje různé typy studií a export dat pro podrobnou analýzu.,
160152568.parallel-design,2025-03-30T05:59:42.202Z,true,,,newsletter,everyone,Paralelní design,"Paralelní design je kreativní proces, při kterém více návrhářů současně vytváří různá řešení jednoho problému, aby se nalezl nejlepší možný směr.",
160083176.designers-mindset,2025-03-29T06:59:38.261Z,true,,,newsletter,everyone,Designérské nastavení mysli,"Designérské nastavení mysli se zaměřuje na člověka a iterativní přístup k řešení problémů. Klade důraz na empatii, nepředpojatost, tvořivost a experimentování jako zdroj inovací.",
